filename	trueclass	predclass_prob	numfeatures
d_eddie_johnson_20150602_1140030062.txt	1	0.97763455	1024
d_joseph_kennedy_20160906_1140110713.txt	1	0.9987268	1024
d_gene_green_20160317_1140082665.txt	1	0.97594726	1024
d_jared_polis_20160315_1140081763.txt	1	0.98623866	1024
d_kathy_castor_20150918_1140051106.txt	1	0.9976266	1024
d_brad_sherman_20151104_1140061323.txt	1	0.99729145	1024
d_barbara_lee_20160210_1140076521.txt	1	0.9981263	1024
d_eddie_johnson_20160711_1140107236.txt	1	0.99517554	1024
d_doris_matsui_20160712_1140107483.txt	1	0.9985097	1024
d_earl_blumenauer_20150715_1140042671.txt	1	0.9962714	1024
d_betty_mccollum_20150707_1140039290.txt	1	0.9935015	1024
d_maxine_waters_20150318_1140014370.txt	1	0.99286485	1024
d_dina_titus_20160112_1140072462.txt	1	0.99567163	1024
d_michael_capuano_20160622_1140102892.txt	1	0.9770437	1024
d_raul_grijalva_20150716_1140043152.txt	1	0.9659092	1024
d_lois_frankel_20160203_1140075051.txt	1	0.9888149	1024
d_john_garamendi_20150210_1140008358.txt	1	0.9804842	1024
d_ruben_gallego_20150415_1140018615.txt	1	0.9919254	1024
d_earl_blumenauer_20150715_1140042575.txt	1	0.99567056	1024
d_eliot_engel_20160111_1140072123.txt	1	0.9532914	1024
d_emanuel_cleaver_20160708_1140106789.txt	1	0.98782676	1024
d_denny_heck_20160614_1140100129.txt	1	0.992485	1024
d_marc_veasey_20151208_1140067311.txt	1	0.99690306	1024
d_brad_ashford_20150519_1140027088.txt	1	0.9786103	1024
d_diana_degette_20150122_1140004073.txt	1	0.9925961	1024
d_steny_hoyer_20150109_1140001668.txt	1	0.98370785	1024
d_bill_foster_20150318_1140014250.txt	1	0.9952271	1024
d_marcia_fudge_20150225_1140010311.txt	1	0.97508246	1024
d_steve_cohen_20160705_1140104248.txt	1	0.99807656	1024
d_maxine_waters_20150610_1140033363.txt	1	0.9864227	1024
d_debbie_wasserman_schultz_20151022_1140057179.txt	1	0.96958655	1024
d_marcy_kaptur_20160209_1140076074.txt	1	0.98612285	1024
d_jose_serrano_20160706_1140105136.txt	1	0.98240614	1024
d_barbara_lee_20160525_1140096351.txt	1	0.9899368	1024
d_anna_eshoo_20160415_1140085851.txt	1	0.9909252	1024
d_peter_defazio_20160426_1140088153.txt	1	0.96571314	1024
d_steny_hoyer_20150729_1140046793.txt	1	0.98735225	1024
d_steny_hoyer_20150723_1140044883.txt	1	0.9931265	1024
d_steny_hoyer_20160610_1140099473.txt	1	0.94314927	1024
d_loretta_sanchez_20160610_1140099488.txt	1	0.9426782	1024
d_patrick_murphy_20150707_1140039584.txt	1	0.98921317	1024
d_john_conyers_20160427_1140088700.txt	1	0.98931295	1024
d_kathy_castor_20160713_1140108745.txt	1	0.99060166	1024
d_william_keating_20160712_1140107628.txt	1	0.9940262	1024
d_nancy_pelosi_20150112_1140001875.txt	1	0.9988004	1024
d_debbie_wasserman_schultz_20160518_1140093335.txt	1	0.99474275	1024
d_james_mcgovern_20160210_1140076459.txt	1	0.99754095	1024
d_mark_pocan_20160706_1140104721.txt	1	0.97344005	1024
d_judy_chu_20150918_1140051091.txt	1	0.9931463	1024
d_robert_scott_20150226_1140011165.txt	1	0.97855604	1024
d_jackie_speier_20160615_1140100937.txt	1	0.9868919	1024
d_mike_quigley_20150108_1140000782.txt	1	0.994258	1024
d_john_garamendi_20150430_1140023018.txt	1	0.99691784	1024
d_tulsi_gabbard_20150323_1140014989.txt	1	0.9776619	1024
d_dina_titus_20150430_1140022896.txt	1	0.9988035	1024
d_raul_ruiz_20151216_1140069622.txt	1	0.94300485	1024
d_steve_cohen_20151102_1140059916.txt	1	0.9516578	1024
d_mark_pocan_20160106_1140071109.txt	1	0.9858326	1024
d_grace_napolitano_20150512_1140024520.txt	1	0.99648595	1024
d_frank_pallone_20150610_1140033605.txt	1	0.9596155	1024
d_steny_hoyer_20160204_1140075485.txt	1	0.9610895	1024
d_peter_defazio_20151104_1140061018.txt	1	0.98696846	1024
d_donna_edwards_20150729_1140046655.txt	1	0.98739874	1024
d_keith_ellison_20151028_1140059160.txt	1	0.99827373	1024
d_earl_blumenauer_20150624_1140038030.txt	1	0.9981275	1024
d_robin_kelly_20160714_1140109815.txt	1	0.99905425	1024
d_jared_polis_20160706_1140104832.txt	1	0.99492764	1024
d_debbie_wasserman_schultz_20160609_1140098900.txt	1	0.9867409	1024
d_marc_veasey_20160519_1140094324.txt	1	0.98915875	1024
d_chellie_pingree_20150723_1140044742.txt	1	0.95609444	1024
d_grace_napolitano_20160524_1140095380.txt	1	0.99733555	1024
d_peter_defazio_20160321_1140083114.txt	1	0.99224985	1024
