filename	trueclass	predclass_prob	numfeatures
d_eddie_johnson_20150602_1140030062.txt	1	0.84333646	2952
d_joseph_kennedy_20160906_1140110713.txt	1	0.69078296	2952
d_gene_green_20160317_1140082665.txt	1	0.7562662	2952
d_jared_polis_20160315_1140081763.txt	1	0.67313224	2952
d_kathy_castor_20150918_1140051106.txt	1	0.8093985	2952
d_brad_sherman_20151104_1140061323.txt	1	0.66313946	2952
d_barbara_lee_20160210_1140076521.txt	1	0.59873253	2952
d_eddie_johnson_20160711_1140107236.txt	1	0.5815703	2952
d_doris_matsui_20160712_1140107483.txt	1	0.7665109	2952
d_earl_blumenauer_20150715_1140042671.txt	1	0.523694	2952
d_betty_mccollum_20150707_1140039290.txt	1	0.57844365	2952
d_maxine_waters_20150318_1140014370.txt	1	0.7172377	2952
d_dina_titus_20160112_1140072462.txt	1	0.5572625	2952
d_michael_capuano_20160622_1140102892.txt	1	0.75329983	2952
d_raul_grijalva_20150716_1140043152.txt	1	0.61558646	2952
d_lois_frankel_20160203_1140075051.txt	1	0.69792736	2952
d_john_garamendi_20150210_1140008358.txt	1	0.6016668	2952
d_ruben_gallego_20150415_1140018615.txt	1	0.71279573	2952
d_earl_blumenauer_20150715_1140042575.txt	1	0.58335626	2952
d_eliot_engel_20160111_1140072123.txt	1	0.5110084	2952
d_emanuel_cleaver_20160708_1140106789.txt	1	0.5303685	2952
d_denny_heck_20160614_1140100129.txt	1	0.52805954	2952
d_marc_veasey_20151208_1140067311.txt	1	0.8095188	2952
d_brad_ashford_20150519_1140027088.txt	1	0.43941942	2952
d_diana_degette_20150122_1140004073.txt	1	0.6245414	2952
d_steny_hoyer_20150109_1140001668.txt	1	0.59194785	2952
d_bill_foster_20150318_1140014250.txt	1	0.7223054	2952
d_marcia_fudge_20150225_1140010311.txt	1	0.672881	2952
d_steve_cohen_20160705_1140104248.txt	1	0.72135854	2952
d_maxine_waters_20150610_1140033363.txt	1	0.68051654	2952
d_debbie_wasserman_schultz_20151022_1140057179.txt	1	0.6887407	2952
d_marcy_kaptur_20160209_1140076074.txt	1	0.7817416	2952
d_jose_serrano_20160706_1140105136.txt	1	0.6721753	2952
d_barbara_lee_20160525_1140096351.txt	1	0.60784304	2952
d_anna_eshoo_20160415_1140085851.txt	1	0.71178496	2952
d_peter_defazio_20160426_1140088153.txt	1	0.5629159	2952
d_steny_hoyer_20150729_1140046793.txt	1	0.73755777	2952
d_steny_hoyer_20150723_1140044883.txt	1	0.77555287	2952
d_steny_hoyer_20160610_1140099473.txt	1	0.4932183	2952
d_loretta_sanchez_20160610_1140099488.txt	1	0.5457376	2952
d_patrick_murphy_20150707_1140039584.txt	1	0.5393313	2952
d_john_conyers_20160427_1140088700.txt	1	0.52298605	2952
d_kathy_castor_20160713_1140108745.txt	1	0.83107436	2952
d_william_keating_20160712_1140107628.txt	1	0.70844865	2952
d_nancy_pelosi_20150112_1140001875.txt	1	0.5983148	2952
d_debbie_wasserman_schultz_20160518_1140093335.txt	1	0.7426734	2952
d_james_mcgovern_20160210_1140076459.txt	1	0.8123839	2952
